RECEITAS,UF,VALOR,DATA
TOTAL GERAL,SP,44862418978.56758,2016-07-31
TOTAL GERAL,TO,178277174.43019843,2016-07-31
TOTAL GERAL,AC,95817372.16793838,2016-08-31
TOTAL GERAL,AL,296755525.5857425,2016-08-31
TOTAL GERAL,AM,989571139.2451982,2016-08-31
TOTAL GERAL,AP,69576525.80090642,2016-08-31
TOTAL GERAL,BA,1958694382.6302772,2016-08-31
TOTAL GERAL,CE,1367382898.1222694,2016-08-31
TOTAL GERAL,DF,8467076901.802349,2016-08-31
TOTAL GERAL,ES,1327691989.3109617,2016-08-31
TOTAL GERAL,GO,1176620508.7130282,2016-08-31
TOTAL GERAL,MA,532158830.6995714,2016-08-31
TOTAL GERAL,MG,5189946962.074806,2016-08-31
TOTAL GERAL,MS,547239796.3168442,2016-08-31
TOTAL GERAL,MT,709911646.7305143,2016-08-31
TOTAL GERAL,PA,823787925.3412347,2016-08-31
TOTAL GERAL,PB,456824694.99550563,2016-08-31
TOTAL GERAL,PE,1747300143.1827888,2016-08-31
TOTAL GERAL,PI,289681869.2733353,2016-08-31
TOTAL GERAL,PR,4799620957.432737,2016-08-31
TOTAL GERAL,RJ,13452706374.348095,2016-08-31
TOTAL GERAL,RN,398441345.1623002,2016-08-31
TOTAL GERAL,RO,236026346.62519455,2016-08-31
TOTAL GERAL,RR,72733727.63468373,2016-08-31
TOTAL GERAL,RS,4738279879.499924,2016-08-31
TOTAL GERAL,SC,3729410282.1222672,2016-08-31
TOTAL GERAL,SE,303624389.6428899,2016-08-31
TOTAL GERAL,SP,37881717356.0516,2016-08-31
TOTAL GERAL,TO,149503735.26703006,2016-08-31
TOTAL GERAL,AC,93640377.2052961,2016-09-30
TOTAL GERAL,AL,267006356.47265998,2016-09-30
TOTAL GERAL,AM,1086254042.4001281,2016-09-30
TOTAL GERAL,AP,67765593.97656362,2016-09-30
TOTAL GERAL,BA,1883996671.784995,2016-09-30
TOTAL GERAL,CE,1365022411.906578,2016-09-30
TOTAL GERAL,DF,9166695948.71583,2016-09-30
TOTAL GERAL,ES,1287333316.7238455,2016-09-30
TOTAL GERAL,GO,1195342424.9029171,2016-09-30
TOTAL GERAL,MA,502899570.967382,2016-09-30
TOTAL GERAL,MG,5394349413.820667,2016-09-30
TOTAL GERAL,MS,643516601.550598,2016-09-30
TOTAL GERAL,MT,770496340.9463755,2016-09-30
TOTAL GERAL,PA,730284923.3712133,2016-09-30
TOTAL GERAL,PB,440274652.2721716,2016-09-30
TOTAL GERAL,PE,1723370301.2090719,2016-09-30
TOTAL GERAL,PI,280110964.92982274,2016-09-30
TOTAL GERAL,PR,4793112411.365514,2016-09-30
TOTAL GERAL,RJ,14142075035.110613,2016-09-30
TOTAL GERAL,RN,398720022.3898294,2016-09-30
TOTAL GERAL,RO,224663451.08191374,2016-09-30
TOTAL GERAL,RR,74248890.02227087,2016-09-30
TOTAL GERAL,RS,4883272189.551859,2016-09-30
TOTAL GERAL,SC,3669916424.140514,2016-09-30
TOTAL GERAL,SE,290943703.4317078,2016-09-30
TOTAL GERAL,SP,39186727874.479256,2016-09-30
TOTAL GERAL,TO,207945173.75041807,2016-09-30
TOTAL GERAL,AC,102326991.36288053,2016-10-31
TOTAL GERAL,AL,299281143.48327327,2016-10-31
TOTAL GERAL,AM,1181235351.2552161,2016-10-31
TOTAL GERAL,AP,74068206.42962384,2016-10-31
TOTAL GERAL,BA,2302471907.071057,2016-10-31
TOTAL GERAL,CE,1562161823.3352907,2016-10-31
TOTAL GERAL,DF,54134936542.10672,2016-10-31
TOTAL GERAL,ES,1388964416.4820719,2016-10-31
TOTAL GERAL,GO,1278625031.6179552,2016-10-31
TOTAL GERAL,MA,564245561.3889166,2016-10-31
TOTAL GERAL,MG,5789532014.294181,2016-10-31
TOTAL GERAL,MS,648814398.7556344,2016-10-31
TOTAL GERAL,MT,810361791.3111248,2016-10-31
TOTAL GERAL,PA,882371519.3135593,2016-10-31
TOTAL GERAL,PB,488550066.9544061,2016-10-31
TOTAL GERAL,PE,1955924999.1381295,2016-10-31
TOTAL GERAL,PI,339792864.81617206,2016-10-31
TOTAL GERAL,PR,5068946316.570863,2016-10-31
TOTAL GERAL,RJ,16205773333.928102,2016-10-31
TOTAL GERAL,RN,452092395.73726225,2016-10-31
TOTAL GERAL,RO,240355562.56557065,2016-10-31
TOTAL GERAL,RR,79779051.22781247,2016-10-31
TOTAL GERAL,RS,5482546205.980017,2016-10-31
TOTAL GERAL,SC,4118242558.164887,2016-10-31
TOTAL GERAL,SE,313682698.1002276,2016-10-31
TOTAL GERAL,SP,42767588859.52898,2016-10-31
TOTAL GERAL,TO,166612463.52008185,2016-10-31
TOTAL GERAL,AC,105421657.19782104,2016-11-30
TOTAL GERAL,AL,336051475.3773195,2016-11-30
TOTAL GERAL,AM,1128526881.4630842,2016-11-30
TOTAL GERAL,AP,82169269.21600385,2016-11-30
TOTAL GERAL,BA,2135780836.2980518,2016-11-30
TOTAL GERAL,CE,1578571502.094095,2016-11-30
TOTAL GERAL,DF,11506137792.238058,2016-11-30
TOTAL GERAL,ES,1429451390.8409982,2016-11-30
TOTAL GERAL,GO,1184291484.7657123,2016-11-30
TOTAL GERAL,MA,631191845.1406367,2016-11-30
TOTAL GERAL,MG,5871684683.886669,2016-11-30
TOTAL GERAL,MS,617041074.1742849,2016-11-30
TOTAL GERAL,MT,784899574.1528091,2016-11-30
TOTAL GERAL,PA,799150260.8559664,2016-11-30
TOTAL GERAL,PB,517640956.43301284,2016-11-30
TOTAL GERAL,PE,1864783567.808677,2016-11-30
TOTAL GERAL,PI,328196500.87218076,2016-11-30
TOTAL GERAL,PR,4880078291.030907,2016-11-30
TOTAL GERAL,RJ,15120301137.964739,2016-11-30
TOTAL GERAL,RN,468968400.66096,2016-11-30
TOTAL GERAL,RO,239754572.32132322,2016-11-30
TOTAL GERAL,RR,97532539.53210206,2016-11-30
TOTAL GERAL,RS,4976618409.521981,2016-11-30
TOTAL GERAL,SC,3833989429.243452,2016-11-30
TOTAL GERAL,SE,323464916.70736676,2016-11-30
TOTAL GERAL,SP,41246207643.842735,2016-11-30
TOTAL GERAL,TO,157510056.52902472,2016-11-30
TOTAL GERAL,AC,134480649.57047853,2016-12-31
TOTAL GERAL,AL,396428476.27577615,2016-12-31
TOTAL GERAL,AM,1405306124.1212811,2016-12-31
TOTAL GERAL,AP,84742823.30009536,2016-12-31
TOTAL GERAL,BA,2560405144.572788,2016-12-31
TOTAL GERAL,CE,1792101278.7529488,2016-12-31
TOTAL GERAL,DF,12713450466.265274,2016-12-31
TOTAL GERAL,ES,1589116632.5712757,2016-12-31
TOTAL GERAL,GO,1314465183.608285,2016-12-31
TOTAL GERAL,MA,723414844.9153985,2016-12-31
TOTAL GERAL,MG,6884780335.846262,2016-12-31
TOTAL GERAL,MS,709403329.9573601,2016-12-31
TOTAL GERAL,MT,862393715.7832645,2016-12-31
TOTAL GERAL,PA,941366288.5314138,2016-12-31
TOTAL GERAL,PB,574236984.8452209,2016-12-31
TOTAL GERAL,PE,2392936089.917757,2016-12-31
TOTAL GERAL,PI,385374722.9473945,2016-12-31
TOTAL GERAL,PR,5714624173.205332,2016-12-31
TOTAL GERAL,RJ,18552765934.411476,2016-12-31
TOTAL GERAL,RN,496096244.98709136,2016-12-31
TOTAL GERAL,RO,278860680.98467517,2016-12-31
TOTAL GERAL,RR,128149121.67810297,2016-12-31
TOTAL GERAL,RS,6319288294.218226,2016-12-31
TOTAL GERAL,SC,4462941422.272502,2016-12-31
TOTAL GERAL,SE,364330724.70872265,2016-12-31
TOTAL GERAL,SP,55658558743.10868,2016-12-31
TOTAL GERAL,TO,167198331.36290154,2016-12-31
TOTAL GERAL,AC,108714593.94027139,2017-01-31
TOTAL GERAL,AL,368340910.48075014,2017-01-31
TOTAL GERAL,AM,1233020501.0246284,2017-01-31
TOTAL GERAL,AP,88397461.05552116,2017-01-31
TOTAL GERAL,BA,2364164767.1504116,2017-01-31
TOTAL GERAL,CE,1758255993.864076,2017-01-31
TOTAL GERAL,DF,11436697866.75752,2017-01-31
TOTAL GERAL,ES,1692155500.7254257,2017-01-31
TOTAL GERAL,GO,1527586606.513756,2017-01-31
TOTAL GERAL,MA,652995645.353273,2017-01-31
TOTAL GERAL,MG,7503110800.517671,2017-01-31
TOTAL GERAL,MS,630994574.3495847,2017-01-31
TOTAL GERAL,MT,875255892.8000014,2017-01-31
TOTAL GERAL,PA,882399811.2506701,2017-01-31
TOTAL GERAL,PB,557194396.6099372,2017-01-31
TOTAL GERAL,PE,2122088255.1662798,2017-01-31
TOTAL GERAL,PI,360985736.93565106,2017-01-31
TOTAL GERAL,PR,5893962406.174442,2017-01-31
TOTAL GERAL,RJ,27846729052.63575,2017-01-31
TOTAL GERAL,RN,486797646.14254236,2017-01-31
TOTAL GERAL,RO,275140528.1877306,2017-01-31
TOTAL GERAL,RR,97739865.35345675,2017-01-31
TOTAL GERAL,RS,6939836361.246647,2017-01-31
TOTAL GERAL,SC,4559326152.924075,2017-01-31
TOTAL GERAL,SE,330256785.24168736,2017-01-31
TOTAL GERAL,SP,56611589451.11676,2017-01-31
TOTAL GERAL,TO,187980095.9614766,2017-01-31
TOTAL GERAL,AC,102521091.71333012,2017-02-28
TOTAL GERAL,AL,288522617.93408257,2017-02-28
TOTAL GERAL,AM,952162276.3613614,2017-02-28
TOTAL GERAL,AP,71970570.03561476,2017-02-28
TOTAL GERAL,BA,1899555248.3340924,2017-02-28
TOTAL GERAL,CE,1395091791.6049764,2017-02-28
TOTAL GERAL,DF,8454949857.407639,2017-02-28
TOTAL GERAL,ES,1200201563.95735,2017-02-28
TOTAL GERAL,GO,1144370405.4595902,2017-02-28
TOTAL GERAL,MA,517713756.374385,2017-02-28
TOTAL GERAL,MG,5102726101.983297,2017-02-28
TOTAL GERAL,MS,503137864.93705416,2017-02-28
TOTAL GERAL,MT,611377406.5783978,2017-02-28
TOTAL GERAL,PA,742457952.3439858,2017-02-28
TOTAL GERAL,PB,463374052.0738584,2017-02-28
TOTAL GERAL,PE,1629879123.0727973,2017-02-28
TOTAL GERAL,PI,288705127.6028492,2017-02-28
TOTAL GERAL,PR,4113310362.677082,2017-02-28
TOTAL GERAL,RJ,14408224595.237946,2017-02-28
TOTAL GERAL,RN,398775212.2506492,2017-02-28
TOTAL GERAL,RO,191691654.28984576,2017-02-28
TOTAL GERAL,RR,86135561.4982255,2017-02-28
TOTAL GERAL,RS,4597572875.3595705,2017-02-28
TOTAL GERAL,SC,3420887629.188507,2017-02-28
TOTAL GERAL,SE,300985210.9454869,2017-02-28
TOTAL GERAL,SP,39342731616.01094,2017-02-28
TOTAL GERAL,TO,129265034.03709117,2017-02-28
TOTAL GERAL,AC,94293099.35032699,2017-03-31
TOTAL GERAL,AL,311812522.371753,2017-03-31
TOTAL GERAL,AM,1290411081.339894,2017-03-31
TOTAL GERAL,AP,84029199.09283516,2017-03-31
TOTAL GERAL,BA,1983129178.540451,2017-03-31
TOTAL GERAL,CE,1365456229.974275,2017-03-31
TOTAL GERAL,DF,9541992587.573656,2017-03-31
TOTAL GERAL,ES,1350535681.5809333,2017-03-31
TOTAL GERAL,GO,1121337333.8983822,2017-03-31
TOTAL GERAL,MA,516093847.2870555,2017-03-31
TOTAL GERAL,MG,5256117510.603213,2017-03-31
TOTAL GERAL,MS,543519268.2209675,2017-03-31
TOTAL GERAL,MT,722410653.432157,2017-03-31
TOTAL GERAL,PA,938871779.9685949,2017-03-31
TOTAL GERAL,PB,465337792.1231863,2017-03-31
TOTAL GERAL,PE,1737849653.360837,2017-03-31
TOTAL GERAL,PI,295471933.57211685,2017-03-31
TOTAL GERAL,PR,4874342477.958581,2017-03-31
TOTAL GERAL,RJ,14824453566.364496,2017-03-31
TOTAL GERAL,RN,418527187.584735,2017-03-31
TOTAL GERAL,RO,233623341.23085183,2017-03-31
TOTAL GERAL,RR,91293870.16770706,2017-03-31
TOTAL GERAL,RS,4834191619.366739,2017-03-31
TOTAL GERAL,SC,3686260517.785092,2017-03-31
TOTAL GERAL,SE,298999909.89606345,2017-03-31
TOTAL GERAL,SP,41971203270.94585,2017-03-31
TOTAL GERAL,TO,142641047.90925172,2017-03-31
TOTAL GERAL,AC,107166289.00588012,2017-04-30
TOTAL GERAL,AL,397294468.7450731,2017-04-30
TOTAL GERAL,AM,1262990223.7976732,2017-04-30
TOTAL GERAL,AP,92176488.45415445,2017-04-30
TOTAL GERAL,BA,2773442164.966716,2017-04-30
TOTAL GERAL,CE,1692956470.1474414,2017-04-30
TOTAL GERAL,DF,9673213465.72862,2017-04-30
TOTAL GERAL,ES,1620444504.6523767,2017-04-30
TOTAL GERAL,GO,1795873712.485344,2017-04-30
TOTAL GERAL,MA,641348559.4495369,2017-04-30
TOTAL GERAL,MG,6814607702.84975,2017-04-30
TOTAL GERAL,MS,732976439.3603783,2017-04-30
TOTAL GERAL,MT,977215808.1538774,2017-04-30
TOTAL GERAL,PA,932276662.0760139,2017-04-30
TOTAL GERAL,PB,594442838.275385,2017-04-30
TOTAL GERAL,PE,2019745235.7350867,2017-04-30
TOTAL GERAL,PI,392072480.0735718,2017-04-30
TOTAL GERAL,PR,5715572451.376283,2017-04-30
TOTAL GERAL,RJ,21221279415.354767,2017-04-30
TOTAL GERAL,RN,553570630.91337,2017-04-30
TOTAL GERAL,RO,274946166.77207434,2017-04-30
TOTAL GERAL,RR,98677338.61177607,2017-04-30
TOTAL GERAL,RS,6123144015.854294,2017-04-30
TOTAL GERAL,SC,4288854155.8041677,2017-04-30
TOTAL GERAL,SE,387807140.25832015,2017-04-30
TOTAL GERAL,SP,46675141437.15803,2017-04-30
TOTAL GERAL,TO,187303835.74004045,2017-04-30
TOTAL GERAL,AC,111456076.29485935,2017-05-31
TOTAL GERAL,AL,345680277.71538067,2017-05-31
TOTAL GERAL,AM,1052306715.5188605,2017-05-31
TOTAL GERAL,AP,102771415.59119809,2017-05-31
TOTAL GERAL,BA,2356432380.7683225,2017-05-31
TOTAL GERAL,CE,1556475062.1584024,2017-05-31
TOTAL GERAL,DF,8734052398.136806,2017-05-31
TOTAL GERAL,ES,1467928484.9312334,2017-05-31
TOTAL GERAL,GO,1293705947.538315,2017-05-31
TOTAL GERAL,MA,576586333.1680043,2017-05-31
TOTAL GERAL,MG,5651768597.71639,2017-05-31
TOTAL GERAL,MS,596332508.4969178,2017-05-31
TOTAL GERAL,MT,780806502.1885124,2017-05-31
TOTAL GERAL,PA,853040496.7904109,2017-05-31
TOTAL GERAL,PB,506581436.2688808,2017-05-31
TOTAL GERAL,PE,1816560011.2447143,2017-05-31
TOTAL GERAL,PI,336476751.5731514,2017-05-31
TOTAL GERAL,PR,4833094116.523855,2017-05-31
TOTAL GERAL,RJ,14695732506.748022,2017-05-31
TOTAL GERAL,RN,476729042.8065122,2017-05-31
TOTAL GERAL,RO,240424256.24994567,2017-05-31
TOTAL GERAL,RR,94787241.42092481,2017-05-31
TOTAL GERAL,RS,5146031885.944646,2017-05-31
TOTAL GERAL,SC,3686531591.1223116,2017-05-31
TOTAL GERAL,SE,346234848.85501605,2017-05-31
TOTAL GERAL,SP,39833692846.44364,2017-05-31
TOTAL GERAL,TO,201606470.01476723,2017-05-31
TOTAL GERAL,AC,105431239.528082,2017-06-30
TOTAL GERAL,AL,329709086.740919,2017-06-30
TOTAL GERAL,AM,1151548683.453,2017-06-30
TOTAL GERAL,AP,91921663.0888251,2017-06-30
TOTAL GERAL,BA,2120677341.96023,2017-06-30
TOTAL GERAL,CE,1454318027.01634,2017-06-30
TOTAL GERAL,DF,9898754555.08563,2017-06-30
TOTAL GERAL,ES,1430354448.90016,2017-06-30
TOTAL GERAL,GO,1269640392.74208,2017-06-30
TOTAL GERAL,MA,636937143.534647,2017-06-30
TOTAL GERAL,MG,5676961122.85334,2017-06-30
TOTAL GERAL,MS,579381279.347011,2017-06-30
TOTAL GERAL,MT,749772079.957183,2017-06-30
TOTAL GERAL,PA,866721266.195239,2017-06-30
TOTAL GERAL,PB,498605225.502612,2017-06-30
TOTAL GERAL,PE,1931797981.08578,2017-06-30
TOTAL GERAL,PI,337345082.821872,2017-06-30
TOTAL GERAL,PR,4786257318.3123,2017-06-30
TOTAL GERAL,RJ,15736904573.8705,2017-06-30
TOTAL GERAL,RN,463832303.329123,2017-06-30
TOTAL GERAL,RO,240768261.158859,2017-06-30
TOTAL GERAL,RR,91903384.3122861,2017-06-30
TOTAL GERAL,RS,5248028593.6262,2017-06-30
TOTAL GERAL,SC,3920329018.02077,2017-06-30
TOTAL GERAL,SE,340150428.575568,2017-06-30
TOTAL GERAL,SP,43941124092.6476,2017-06-30
TOTAL GERAL,TO,200671482.113794,2017-06-30
TOTAL GERAL,AC,114710246.32670324,2017-07-31
TOTAL GERAL,AL,422791486.23611695,2017-07-31
TOTAL GERAL,AM,1103629819.8534064,2017-07-31
TOTAL GERAL,AP,108631321.4519092,2017-07-31
TOTAL GERAL,BA,2326228532.868371,2017-07-31
TOTAL GERAL,CE,1642508575.206755,2017-07-31
TOTAL GERAL,DF,10779375615.822483,2017-07-31
TOTAL GERAL,ES,1472911019.6405528,2017-07-31
TOTAL GERAL,GO,1398325080.2806597,2017-07-31
TOTAL GERAL,MA,680733299.4874129,2017-07-31
TOTAL GERAL,MG,6046070040.014216,2017-07-31
TOTAL GERAL,MS,598068220.8410381,2017-07-31
TOTAL GERAL,MT,759155280.9636362,2017-07-31
TOTAL GERAL,PA,878908277.9070314,2017-07-31
TOTAL GERAL,PB,539815161.364935,2017-07-31
TOTAL GERAL,PE,2069778194.2909138,2017-07-31
TOTAL GERAL,PI,325684701.4340846,2017-07-31
TOTAL GERAL,PR,5181976100.876411,2017-07-31
TOTAL GERAL,RJ,18467263875.51717,2017-07-31
TOTAL GERAL,RN,504427480.15813506,2017-07-31
TOTAL GERAL,RO,256606502.63476142,2017-07-31
TOTAL GERAL,RR,106605743.53792863,2017-07-31
TOTAL GERAL,RS,5787403285.355064,2017-07-31
TOTAL GERAL,SC,4247593138.2385917,2017-07-31
TOTAL GERAL,SE,359194897.78246856,2017-07-31
TOTAL GERAL,SP,43604502407.71547,2017-07-31
TOTAL GERAL,TO,165216284.47377035,2017-07-31
TOTAL GERAL,AC,110171191.48188446,2017-08-31
TOTAL GERAL,AL,347681625.0527812,2017-08-31
TOTAL GERAL,AM,1069534436.8157269,2017-08-31
TOTAL GERAL,AP,82241482.39992113,2017-08-31
TOTAL GERAL,BA,2310054176.1788726,2017-08-31
TOTAL GERAL,CE,1538362530.112514,2017-08-31
TOTAL GERAL,DF,9338402266.944992,2017-08-31
TOTAL GERAL,ES,1388117884.2023292,2017-08-31
TOTAL GERAL,GO,1306425548.437543,2017-08-31
TOTAL GERAL,MA,722589542.6192437,2017-08-31
TOTAL GERAL,MG,5857009078.766052,2017-08-31
TOTAL GERAL,MS,570916560.2012151,2017-08-31
TOTAL GERAL,MT,797859577.0374838,2017-08-31
TOTAL GERAL,PA,874257690.8181106,2017-08-31
TOTAL GERAL,PB,512254344.902787,2017-08-31
TOTAL GERAL,PE,2183549287.204918,2017-08-31
TOTAL GERAL,PI,345457328.6077942,2017-08-31
TOTAL GERAL,PR,5230800551.137755,2017-08-31
TOTAL GERAL,RJ,16242798201.146803,2017-08-31
TOTAL GERAL,RN,469206809.7496805,2017-08-31
TOTAL GERAL,RO,262369316.53740865,2017-08-31
TOTAL GERAL,RR,90889969.84605898,2017-08-31
TOTAL GERAL,RS,5368123329.201826,2017-08-31
TOTAL GERAL,SC,4094848644.2650375,2017-08-31
TOTAL GERAL,SE,333929048.60140204,2017-08-31
TOTAL GERAL,SP,42548063161.72318,2017-08-31
TOTAL GERAL,TO,210335132.64667496,2017-08-31
TOTAL GERAL,AC,107250030.67700581,2017-09-30
TOTAL GERAL,AL,351232843.39604443,2017-09-30
TOTAL GERAL,AM,1090516351.4472473,2017-09-30
TOTAL GERAL,AP,131465609.50171089,2017-09-30
TOTAL GERAL,BA,2297295556.928334,2017-09-30
TOTAL GERAL,CE,1586686354.3275871,2017-09-30
TOTAL GERAL,DF,9133671187.341228,2017-09-30
TOTAL GERAL,ES,1457251693.4079618,2017-09-30
TOTAL GERAL,GO,1603645187.015063,2017-09-30
TOTAL GERAL,MA,739675492.39641,2017-09-30
TOTAL GERAL,MG,6069584515.740038,2017-09-30
TOTAL GERAL,MS,721605694.8065994,2017-09-30
TOTAL GERAL,MT,907752606.3487886,2017-09-30
TOTAL GERAL,PA,914985816.6936917,2017-09-30
TOTAL GERAL,PB,512963590.2193144,2017-09-30
TOTAL GERAL,PE,2070470553.6543593,2017-09-30
TOTAL GERAL,PI,354155545.8597514,2017-09-30
TOTAL GERAL,PR,5328734319.345833,2017-09-30
TOTAL GERAL,RJ,15601794334.031057,2017-09-30
TOTAL GERAL,RN,467517656.47533566,2017-09-30
TOTAL GERAL,RO,256329817.55184633,2017-09-30
TOTAL GERAL,RR,100746042.11947128,2017-09-30
TOTAL GERAL,RS,5476570774.099528,2017-09-30
TOTAL GERAL,SC,4393566609.984164,2017-09-30
TOTAL GERAL,SE,350600849.23225135,2017-09-30
TOTAL GERAL,SP,43353520350.28881,2017-09-30
TOTAL GERAL,TO,215279412.61056593,2017-09-30
TOTAL GERAL,AC,130215142.32220863,2017-10-31
TOTAL GERAL,AL,383814143.7946183,2017-10-31
TOTAL GERAL,AM,1179612428.6895301,2017-10-31
TOTAL GERAL,AP,103651466.34043162,2017-10-31
TOTAL GERAL,BA,2668541884.4195867,2017-10-31
TOTAL GERAL,CE,1819913687.0151346,2017-10-31
TOTAL GERAL,DF,9204733478.658945,2017-10-31
TOTAL GERAL,ES,1655661316.093869,2017-10-31
TOTAL GERAL,GO,1554888475.4536102,2017-10-31
TOTAL GERAL,MA,773359996.9848967,2017-10-31
TOTAL GERAL,MG,6579750245.7548685,2017-10-31
TOTAL GERAL,MS,756406216.9081,2017-10-31
TOTAL GERAL,MT,1151787024.8716645,2017-10-31
TOTAL GERAL,PA,1053851651.3115758,2017-10-31
TOTAL GERAL,PB,564652646.882025,2017-10-31
TOTAL GERAL,PE,2366380891.6823206,2017-10-31
TOTAL GERAL,PI,393611565.94355863,2017-10-31
TOTAL GERAL,PR,5812801581.951406,2017-10-31
TOTAL GERAL,RJ,21652184673.07618,2017-10-31
TOTAL GERAL,RN,570243322.9107641,2017-10-31
TOTAL GERAL,RO,381828027.200606,2017-10-31
TOTAL GERAL,RR,98027621.73697335,2017-10-31
TOTAL GERAL,RS,6319540174.515097,2017-10-31
TOTAL GERAL,SC,4774031791.439999,2017-10-31
TOTAL GERAL,SE,359328011.6453273,2017-10-31
TOTAL GERAL,SP,48601960122.5286,2017-10-31
TOTAL GERAL,TO,232996446.15810153,2017-10-31
TOTAL GERAL,AC,127857224.10450695,2017-11-30
TOTAL GERAL,AL,419106366.2381239,2017-11-30
TOTAL GERAL,AM,1274133939.387509,2017-11-30
TOTAL GERAL,AP,133793213.18619184,2017-11-30
TOTAL GERAL,BA,2757850665.5420823,2017-11-30
TOTAL GERAL,CE,1772856602.2598047,2017-11-30
TOTAL GERAL,DF,11156699915.197617,2017-11-30
TOTAL GERAL,ES,1623348234.1073358,2017-11-30
TOTAL GERAL,GO,1451135323.8391638,2017-11-30
TOTAL GERAL,MA,762460837.6935833,2017-11-30
TOTAL GERAL,MG,6161535372.384757,2017-11-30
TOTAL GERAL,MS,694331814.2594295,2017-11-30
TOTAL GERAL,MT,938379378.3113643,2017-11-30
TOTAL GERAL,PA,1074451126.724023,2017-11-30
TOTAL GERAL,PB,615375620.687918,2017-11-30
TOTAL GERAL,PE,2296207902.4975224,2017-11-30
TOTAL GERAL,PI,385382941.9505804,2017-11-30
TOTAL GERAL,PR,5521109143.211564,2017-11-30
TOTAL GERAL,RJ,19728642108.518032,2017-11-30
TOTAL GERAL,RN,538139511.2754357,2017-11-30
TOTAL GERAL,RO,291006304.2863207,2017-11-30
TOTAL GERAL,RR,114210367.301029,2017-11-30
TOTAL GERAL,RS,5722136876.735605,2017-11-30
TOTAL GERAL,SC,4393960022.79414,2017-11-30
TOTAL GERAL,SE,380504891.88700426,2017-11-30
TOTAL GERAL,SP,44522135850.80006,2017-11-30
TOTAL GERAL,TO,231933344.10929036,2017-11-30
TOTAL GERAL,AC,146166110.79145238,2017-12-31
TOTAL GERAL,AL,477585814.8089177,2017-12-31
TOTAL GERAL,AM,1299108612.9260623,2017-12-31
TOTAL GERAL,AP,124959399.94302179,2017-12-31
TOTAL GERAL,BA,2941710944.1154404,2017-12-31
TOTAL GERAL,CE,1986420341.2405324,2017-12-31
TOTAL GERAL,DF,11963945997.04138,2017-12-31
TOTAL GERAL,ES,1719074213.4373655,2017-12-31
TOTAL GERAL,GO,1713208124.820207,2017-12-31
TOTAL GERAL,MA,824909244.1761463,2017-12-31
TOTAL GERAL,MG,6972973578.705138,2017-12-31
TOTAL GERAL,MS,743996434.6183909,2017-12-31
TOTAL GERAL,MT,942980755.2195364,2017-12-31
TOTAL GERAL,PA,1090961089.384361,2017-12-31
TOTAL GERAL,PB,686251766.0161874,2017-12-31
TOTAL GERAL,PE,2455930168.8040094,2017-12-31
TOTAL GERAL,PI,410530165.1547401,2017-12-31
TOTAL GERAL,PR,6396273907.362676,2017-12-31
TOTAL GERAL,RJ,21429579759.056374,2017-12-31
TOTAL GERAL,RN,574506058.0265844,2017-12-31
TOTAL GERAL,RO,300957694.8339585,2017-12-31
TOTAL GERAL,RR,138987510.90926683,2017-12-31
TOTAL GERAL,RS,6751732195.493936,2017-12-31
TOTAL GERAL,SC,4857745185.50138,2017-12-31
TOTAL GERAL,SE,453400381.9605632,2017-12-31
TOTAL GERAL,SP,60235294433.11033,2017-12-31
TOTAL GERAL,TO,202358664.10203373,2017-12-31
TOTAL GERAL,AC,126944059.85720271,2018-01-31
TOTAL GERAL,AL,403538982.4139663,2018-01-31
TOTAL GERAL,AM,1330354406.2386882,2018-01-31
TOTAL GERAL,AP,123488042.46982285,2018-01-31
TOTAL GERAL,BA,2945897894.6554837,2018-01-31
TOTAL GERAL,CE,2378786534.4683423,2018-01-31
TOTAL GERAL,DF,10731091800.28073,2018-01-31
TOTAL GERAL,ES,2238548145.8670683,2018-01-31
TOTAL GERAL,GO,2042089073.027636,2018-01-31
TOTAL GERAL,MA,799490407.5506053,2018-01-31
TOTAL GERAL,MG,9044615804.09463,2018-01-31
TOTAL GERAL,MS,717679310.089605,2018-01-31
TOTAL GERAL,MT,1034380345.3427579,2018-01-31
TOTAL GERAL,PA,1131816927.29984,2018-01-31
TOTAL GERAL,PB,639016340.4890765,2018-01-31
TOTAL GERAL,PE,2462858012.376963,2018-01-31
TOTAL GERAL,PI,447943480.0404131,2018-01-31
TOTAL GERAL,PR,6568867217.324293,2018-01-31
TOTAL GERAL,RJ,30383190148.76831,2018-01-31
TOTAL GERAL,RN,606870245.7289343,2018-01-31
TOTAL GERAL,RO,322031159.38294375,2018-01-31
TOTAL GERAL,RR,112070280.2222431,2018-01-31
TOTAL GERAL,RS,7465546930.481902,2018-01-31
TOTAL GERAL,SC,5591022698.169425,2018-01-31
TOTAL GERAL,SE,423949713.83225155,2018-01-31
TOTAL GERAL,SP,65308702419.84282,2018-01-31
TOTAL GERAL,TO,238704499.86404204,2018-01-31
TOTAL GERAL,AC,103352756.08218919,2018-02-28
TOTAL GERAL,AL,353666048.78606504,2018-02-28
TOTAL GERAL,AM,994456860.2667105,2018-02-28
TOTAL GERAL,AP,137789021.27954844,2018-02-28
TOTAL GERAL,BA,2314626190.0701427,2018-02-28
TOTAL GERAL,CE,1569071278.6816828,2018-02-28
TOTAL GERAL,DF,9044608364.567055,2018-02-28
TOTAL GERAL,ES,1388405286.0544012,2018-02-28
